Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greece,GRC,1005000000,-8195469.28845516,2945271844.68569,2697339246.05447,1268938505.86333,2698544612.16074,3439131879.75517,4025447788.57703,4999635989.53693,3303648833.22836,6132475888.3553,6846333190.71589
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Grenada,GRD,12874074.0740741,37407407.4074074,74688413.3333333,106797167.694444,156442123.708519,109856645.676727,155662145.333704,184005688.979111,198978976.599383,148811370.074643,144226098.756704,159967672.963
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guatemala,GTM,47700000,-788600000,1522143500,1407555280,1203355080,845786560,998344470,922397870,1170758860,1004371660,3597772700,1338345150
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea,GIN,17860000,9942000,189999.999999999,-73758603.6635933,53272458.4212994,1618447260.26485,577590000,352760000,44400000,176350000,197610000,658300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea-Bissau,GNB,2020000,702270.8631,19639703.7983811,28852727.6882278,18575499.4478127,14221700,15691197.9520896,20563818.2174005,71658680.3379902,20989721.6146962,18529723.3545946,21940884.8921
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guyana,GUY,7900000,67100000,200558390,237750048.55,137700000,162654036.352959,327343651.21783,1180405596.06866,1695179887,1294482521.17088,2237312735.22896,4408443480
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Haiti,HTI,8000000,13250000,161918586.25,99000000,105680000,104900000,374860000,105000000,75000000,25000000,51299000,39303200
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Honduras,HND,43500000,349978000,1069029263.15978,1704790710.03868,1316679827.33597,1147030449.99683,949955941.517779,1442587576.2096,955095297.980428,236016866.159636,800315953.182343,1081725501.24429
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Hong Kong SAR, China",HKG,3275072298.1,70495739305.8458,76857453417.8737,129847455921.475,181047431127.246,133259182324.997,125716724339.795,97036255478.9459,58299361094.7774,117452284750.967,137191251277.419,120951629238.882
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Hungary,HUN,553808999.9,2747712559.81382,-3586600504.51759,13060104658.7999,-5266437314.96472,69681210262.328,-12133055292.6452,-64364899191.4145,98480187616.2402,167595011684.526,29840453698.9955,-13984794998.1878
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iceland,ISL,-4803187.83042594,155160734.106047,472607545.774898,766775539.042214,1145767444.82301,-1066286957.46864,-6999892980.93709,-622718386.260034,-556463720.652854,-878458464.586911,108528895.866518,961239135.54338
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,236690000,3584217307.18756,28153031270.3203,34576643694.1383,44009492129.5319,44458571545.798,39966091358.7384,42117450737.2644,50610647353.5912,64362364994.3754,44727277562.881,49940258404.266
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Indonesia,IDN,1093000000,-4550355285.71428,23281742361.5305,25120732059.5134,19779127976.9576,4541713739.23769,20510310832.4469,18909826043.5105,24993551748.0098,19175077747.8077,21213080329.8583,21428338421.8205
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Iran, Islamic Rep.",IRN,-361949999.9,39000000,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000,1508000000,1342000000,1425000000,1500000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iraq,IRQ,-6809999.9,-32000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,-2859100000,-2637300000,-2088200000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ireland,IRL,621910999.9,25779436152.5705,70811172728.4365,97382259038.5326,237060224928.863,102915688042.276,58300808407.7828,67361732390.1091,-46633226471.2905,34782774941.4582,81018660489.7563,14952575508.7112
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Israel,ISR,151000000,8047500000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,17362500000,23109200000,21486300000,27868400000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Italy,ITA,6440765876.2042,13172981900.3999,19531411961.8185,17032744039.0433,13303439230.2377,25656663794.7916,11138429977.1854,44249715319.1484,31185214397.3208,-22090942205.122,18911500067.3882,31228075331.5883
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jamaica,JAM,137900000,419600000,544747561.767059,582148741.614112,924977863.710038,927976718.982491,888835228.478601,774620603.11409,665415555.002522,265100553.561347,320480000,318736000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Japan,JPN,1806039007.68,10688168325.6084,10648441636.2071,19752249424.0871,5252218412.39172,40954181468.5533,18802251208.1069,25289367857.8518,39960544340.0141,62584719398.0912,34669239975.5376,47522407140.5643
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jordan,JOR,37646775.3107837,913258110.014104,1946597204.0421,2178450704.22535,1600281690.14085,1552957746.47887,2029718309.85915,954929577.464789,729718309.859155,760281690.140845,621830985.915493,1137042253.5211
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kazakhstan,KAZ,..,1370521199.1464,10011293285.3074,7308112644.25121,6577824049.679,17223789547.9215,4757396810.52606,353291554.55809,3730856270.68398,7205989084.29,4548971295.49,4907465709.11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kenya,KEN,57081096.1781558,110904550.399762,1118825000.19331,820937598.36054,619724465.016411,469533310.683932,1346085345.21692,767761506.730644,469940266.776669,426305189.425793,463348935.675033,393583092.135275
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kiribati,KIR,299752.548026758,721810.2654,838137.953237839,2632144.43660902,-819824.352875235,1806963.91645454,784797.254894666,-1144364.71702219,-558280.50228304,2624092.83886645,1031375.96193946,1032396.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Dem. People's Rep.",PRK,6240190.2,-2753823.5,119742643.9,64097425.1,78207032,89317271.7,-12832421.9,1953528.5,29895010.3,6338705.6,18116857.9,10000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Rep.",KOR,1045600000,11509400000,12766600000,9273600000,4104100000,12104300000,17912900000,12182600000,9634300000,8764900000,22060400000,17996000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kosovo,XKX,..,..,371492237.256819,199888379.069601,343350610.602172,243787145.16453,286835212.112418,318542991.552637,285081551.307002,394625250.470225,500927943.330254,811468364.685775
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kuwait,KWT,5599999.9,16299834.3665165,1433630444.12308,485806657.755081,284647623.805362,292026510.202096,113012065.007347,-21377568.8207293,515617569.386937,-558055522.567383,-272335307.098366,752255305.966946
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kyrgyz Republic,KGZ,..,-2360124.96095706,612016900,343010700,1144054000,619220700,-107212800,144222600,403865100,-401518600,226205400,290850200
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lao PDR,LAO,6000000,33890000,681397257.103792,867646121.708671,1077759914.58895,935296172.783645,1693080810.93877,1358019506.22958,755524124.249368,967706086.202045,1071913715.60885,528224849.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latvia,LVA,..,324184857.470563,989283879.359479,1045107101.1976,812843819.517909,335420977.516689,1189988063.17618,424290064.514648,1114592059.19912,938191969.147099,3721078149.7836,1216506137.01299
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lebanon,LBN,6450000,993475000,2661087127.6,2862509426.6,2159289951.7,2568485071.1,2522409653.4,2658003844.61444,1906392482.4039,1623326612.01386,597150389.735559,457878416
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lesotho,LSO,16478706.5164182,32402238.3047626,50429031.3406278,94459059.3645602,206514459.900398,79234548.9131339,42168784.1137567,40874071.9300266,35732593.408811,28001666.9222279,-12372192.4621817,-7818689.44213202
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liberia,LBR,225240000,20800000,1998675365.66,501870828.620424,232679832.473779,311699760.322875,247842983.01405,129129754.833293,86681700.4596762,86960000,45680000,73106666.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Libya,LBY,158911104.554973,141000000,702000000,0,0,0,0,0,0,0,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liechtenstein,LIE,..,19854574737.6898,1154916692.2121,9340073894.6221,80400430107.7698,60669833862.7331,38999586460.5875,-87212093508.4059,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lithuania,LTU,..,380272500,768657971.982437,357323216.168925,1036954105.5948,1177533775.88122,1383731106.4056,1299841764.37371,3434299309.82763,4505744062.33469,2971618905.03105,685714456.777689
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Luxembourg,LUX,..,..,23299023839.5644,20060313791.1336,45432153555.9747,17580970091.4303,-27369776663.1647,-83336482547.8405,163717596800.989,9838881743.8144,25122591053.2777,-322053781286.067
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Macao SAR, China",MAC,480000,-790000,3774560563.63993,2424230566.70926,486517486.302296,1859188732.28442,1701002327.73208,1729819688.96302,6509553755.0042,-6888472945.0553,4852440488.6034,4000000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Madagascar,MDG,22387360.4554662,82952580.7054987,565848886.014277,372872463.262776,328059305.56932,540842779.829334,464856589.648809,612036371.422122,474311425.432437,358467141.414302,357536665.264704,396244477
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malawi,MWI,23300000,25999996.3612226,451362406.595843,598086538.121966,287746689.246669,115700000,90200000,77012306.002161,55227831.6285934,45238934.1012044,46413011.4653488,188564034.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malaysia,MYS,2332455289.06142,3787631578.94737,11296279513.9209,10619431582.9781,9857162111.82329,13470089920.807,9368469822.66146,8304480741.65267,9154921685.03934,4058769678.64231,20245157326.8024,14725970431.5896
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Maldives,MDV,5600000,22312447.8248753,360816336.210787,333375218.034334,297975993.392527,456639057.30469,457808313.566538,575658028.152192,961037565.723003,440711709.435094,642830713.618008,721895590.179118
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mali,MLI,5729716.32402687,60331623.1100395,307940910.774012,144214831.237,275525536.040377,356476591.902583,560747464.368764,467295391.07784,859091549.188966,536851812.897275,639944165.358959,252912731.3244
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malta,MLT,30019824.4123478,743185324.698102,510057778.08271,155878728.130936,3640705146.70853,2776034107.56,3890244436.94056,4486075228.36093,4363198051.87696,4559447772.39127,4761059354.07821,4829250953.31145
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Marshall Islands,MHL,..,739000,32548149.3245913,9047685.07797494,-5393638.49927042,-3055847.4488757,5835497.47968519,9752051.36249508,5164920.15605116,3045061.11336896,499428.443349172,2573907.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritania,MRT,6736220.52128174,40096000,1126004759.602,502589833.81816,501726765.733819,271134844.997291,588217194.758539,772890477.1887,-883561115.825519,927916265.774285,1070252545.01958,1147555313.3515
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritius,MUS,41040223.9046969,265641239.441185,293369157.0797,455562151.7869,216455188.3064,378764432.2698,479995890.2667,460511368.2408,444077760.8829,224668082.7703,253189252.7542,252104279.704
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,2634000000,18382284821,50927442383,28438242214,36249851967,38899042442,33113900058,37856647940,29906397517,31518884488,33477494833,38931993836
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Micronesia, Fed. Sts.",FSM,..,..,0,20209300,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Moldova,MDA,..,127540000,241880000,345900000,225870000,87440000,149520000,293790000,507170000,157790000,391310000,592040000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mongolia,MNG,..,53697000,2059702972.91978,337768268.083172,94319767.4741563,-4156404703.77687,1494350363.46922,1951528195.81853,2443343095.41815,1719115941.52003,2173385309.77256,2504294749.65086
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Montenegro,MNE,..,..,446456998.007452,496993506.510357,699855695.331557,226702405.905002,560665419.031982,485653127.823429,417589860.078767,530903011.481089,693740795.71383,872574936.661332
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Morocco,MAR,165122977.794538,426553283.860634,3360909924.36421,3525384612.43801,3252913902.35666,2153363904.93515,2680109856.21237,3544387229.27822,1720825003.13095,1418713118.61153,2264148625.4107,2177845609.37351
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mozambique,MOZ,9199999.9,139300000,6697422432.4601,4998799334.35621,3868353884.95,3128149928.7,2319071971.47682,1678061191.83106,3379329136.13929,3187942207.14962,5295396105.25416,2539017295.64802
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Myanmar,MMR,161144560.314889,254789765.469466,2254603965.49345,2175015283.77713,4083839111.71186,3278096409.87385,4804272487.31986,1768195522.55912,1735589412.93376,1907154040.9,2066606470.4,1238500000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Namibia,NAM,29567264.7220339,196350763.262587,777073646.376717,445582247.859427,838879062.71593,358727049.605925,280476974.998847,234372724.533504,-176478261.583527,-150172760.720263,690706671.678591,932012209.268726
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nepal,NPL,5940000,-484826.712274881,74179632.6147952,30402676.784735,51895699.9282915,105996375.590659,196265098.563575,68261793.9439987,185563265.634425,126626337.460302,196326024.03483,65455865.1017989
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Netherlands,NLD,10675649732.6246,63109732334.5288,328677379048.208,117627297064.437,332926404423.871,241091415379.487,227392560367.595,-330338474188.053,-18220277023.2983,-202784872121.042,-131479968064.796,-11506545670.6838
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Caledonia,NCL,..,-40626091.7731,2166812151.02825,1757035866.71921,1203895440.08717,809821138.3806,488663210.4261,345295372.0801,723480356.7883,571728129.0163,793713550.772,696307345.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Zealand,NZL,1684763154.7548,-1507812033.25805,-69519935.4200308,3251563602.3094,-73372796.4211781,2008111275.18134,2390035935.47737,2516488849.6393,2915754514.32092,4135119591.14727,4539913924.62292,7828092280.69136
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nicaragua,NIC,670000,266500000,965100000,1076800000,967000000,989100000,1035400000,837600000,503000000,746500000,1220100000,1293800000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Niger,NER,40809537.2283734,15767212.3689839,719338470.495154,822967023.299916,529476871.090612,301332480.592526,338710710.13916,466042272.996923,717147639.398696,360653574.571153,594829131.824509,580737027.4791
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nigeria,NGA,587882970.628472,1140167556.01589,5562857987.46966,4693828631.89583,3064168904.45333,3453258407.9848,2412974916.23264,775247400.003029,2305099811.70358,2385277665.91608,3313210000,-186792428.930928
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,North Macedonia,MKD,..,217507099.15808,402458309.805886,60879915.45137,296604200.381223,549371101.55116,380738977.544776,648732424.984647,549500829.87779,7693779.7036069,696255528.136466,870411846.990244
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Norway,NOR,1001987071.60056,8332062185.99552,-1368607170.8397,3242240088.15462,7274086872.47209,-18668572814.4237,5900604723.78859,-5664319361.82196,16329824317.677,-4102660408.42478,14179043237.68,4777329083.79945
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Oman,OMN,142262678.803641,82000000,1612430962.28869,1286345903.77113,-2172431729.51886,2265279583.87516,2988036410.92328,6455136540.96229,4237711313.39402,2888946684.0052,4019505851.75553,3715648027.8283
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Pakistan,PAK,245262963.460759,308000000,1333000000,1887000000,1673000000,2576000000,2496000000,1737000000,2234000000,2057000000,2147000000,1339000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Palau,PLW,1000000,3177647.2,18041109.837,39860115.385,34583158.147185,63719000,44503000,50605000,54219000,42429000,32549000,58050000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Panama,PAN,135500000,827800000,3799000000,4984400000,5119300000,5248354450.21,4082062468.94,5011326420.84,4219287511.58,-2476517787.91,1760842026.67,2640423253.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Papua New Guinea,PNG,155413498.325654,96495382.3146878,26804026.0357082,29436963.9060112,30027878.6317396,-39113258.47665,-179266211.514927,306641515.183539,335572154.293926,112992633.547177,-10712491.65,326714860.7955
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Paraguay,PRY,76900000,107800000,365880286.922268,891293435.717025,581530313.037918,740781280.853106,523009000.433085,217668333.65622,402405577.221077,95203659.0246021,207095460.349754,473691502.084714
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Peru,PER,41000000,809696760.032968,9570622714.00791,4262751633.55747,7336859044.51778,6805247718.18016,7413409959.49823,5872657139.17008,4760357406.6111,791099206.412224,7419858360.1938,10848486727.5594
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Philippines,PHL,530000000,1487000000,3737371739.84519,5739574024.13183,5639155961.87389,8279548274.88501,10256442398.8834,9948598823.96867,8671365873.65689,6822133290.81919,11983363327.4772,9199942905.66135
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Poland,POL,89000000,9335000000,1029000000,20455000000,15598000000,17750000000,11999000000,19204000000,17619000000,19151000000,37113000000,35305000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Portugal,PRT,2609986420.64142,7292581671.38614,15745220666.1578,12045808665.4723,1270014232.93167,7354810293.04951,10683844360.599,7846086577.9396,10320042522.1049,3991854438.00435,7850966593.00144,9099403314.7856
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Qatar,QAT,4879999.9,251599999.9,-840384615.384615,1040384615.38461,1070879120.87912,773901098.901099,985989010.989011,-2186263736.26374,-2812637362.63736,-2434065934.06593,-1093406593.40659,76098901.098901
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Romania,ROU,10000,1037000000,3854819397.63757,3869197075.10542,4317731472.30633,6252035766.42823,5952909608.10492,7343560129.25217,7365441773.73218,3602418172.35716,11738217410.2111,11882525848.8897
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Russian Federation,RUS,..,2678030000,69218890000,22031340000,6852970000,32538900000,28557440000,8784850000,31974770000,9478810000,40449990000,-40043500000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Rwanda,RWA,7660000,8099999.9,233763793.607834,313997162.787606,162083820.997161,279747327.598381,274025990.659944,366192315.50624,263172335.23,152614120.95,211896128.856101,398599354.801508
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Samoa,WSM,6599999.9,-1206806.2842,13791695.1653077,22849692.3024683,26867532.3239141,2520673.51135781,9215371.78697386,16713450.8645979,-2178815.55211666,4426082.01552919,8948924.65459641,4800455.46477421
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sao Tome and Principe,STP,0,3800000,12162344.8222509,26489982.1283667,27924059.1401315,23331087.1205748,34208489.0333144,23698321.4864449,24191799.5128288,47112184.7725813,59000132.7402932,126603837.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Saudi Arabia,SAU,1861333333.33333,-1881066666.66667,8864693333.33333,8011786666.66667,8141026666.66667,7452533333.33333,1418843613.80048,4247107440.55017,4562573670.96759,5399157039.57757,19285643584.6399,7886341957.90329
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Senegal,SEN,56893144.7815232,81643690.1235187,311366768.819424,403098056.387863,409166125.81491,472409799.846776,588292997.958708,847841574.790216,1065461344.07466,1845665272.73823,2588126617.00694,2586179934.2661
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Serbia,SRB,..,..,2059297316.50401,1999539187.45686,2343139735.74775,2355214636.94214,2894615965.23761,4071895067.82106,4268709249.60984,3485786682.97846,4600176721.12405,4593001354.7632
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Seychelles,SYC,20239899.1951932,24326996.8409907,57289065.6229991,108355443.10197,105893597.203315,68346743.9281734,197311244.14602,305172393.791333,257086351.804392,80053481.4058233,111455091.564216,212054362.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sierra Leone,SLE,32434698.8747353,39000824.5205234,429664580.136068,375089628.512418,252435829.433901,138509469.264081,413724476.112753,250446053.545995,342400000,172699178.4246,212289192.761103,250000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Singapore,SGP,5574738855.37738,15515295182.2255,64389514904.4993,68698472830.5907,69774553124.9432,65362989166.9481,102159784202.618,81160897313.1265,105293129463.222,78447583786.8198,138544182411.394,140844052224.371
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sint Maarten (Dutch part),SXM,..,..,47357541.8994413,47709497.2067039,27770949.7206704,41553072.6256983,64248297.0446927,-47915083.4748603,73868338.1005587,22167460.0446927,27950792.424581,13461948.4916
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovak Republic,SVK,..,2183119136.13344,1003901609.24339,-362908482.682114,1520387925.9342,4742874363.71749,4225581974.33232,2250850832.07039,2279811254.28144,-1141703441.49018,970903540.764155,4052338522.36627
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovenia,SVN,..,135800000,104022716.62865,1019380613.4972,1730147099.28225,1446274234.68465,1196228604.6928,1538137615.35452,2151537534.12248,506269486.820006,2219247755.80675,2180392923.46606
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Solomon Islands,SLB,10439803.0673512,2004350.29165426,53434351.3773387,21022029.9741671,32222728.5635439,37343622.7695983,42883975.6278544,24992541.5163262,32787092.7202953,8980046.94191946,27919072.2390487,40718832.6899573
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Somalia,SOM,5589999.9,270000,258000000,261000000,303000000,330000000,369000000,408000000,447000000,534000000,601000000,636000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Africa,ZAF,-75722412.1197068,968831355.959091,8232518815.62083,5791659020.09998,1521139945.30532,2215307020.39541,2058579911.05235,5569462350.15205,5116098443.48715,3153552569.39325,40658789144.9382,9194808415.59228
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Sudan,SSD,..,..,-793000000,1035825.73,150000,-7850000,1420000,60140000,-2210000,17500000,67500000,121500000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Spain,ESP,13983611812.0265,40509751188.4293,47373243838.9588,32943256862.6093,23037070821.4533,44253339407.6722,31565354023.7855,58626179994.9911,25880652698.1596,36630335495.6506,43909506910.5327,42294129936.1338
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sri Lanka,LKA,43355119.7231,172941409.8305,932551317.582881,893628980.287065,679655644.244789,897049375.883533,1372723043.13402,1614044009.22884,743466231.468031,433869416.035336,592289969.9,898295213.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Kitts and Nevis,KNA,48785185.1851852,96214814.8148148,110789970.37037,156658594.131776,128276604.8004,121415245.51415,48026116.1448074,40051767.2143363,62459225.9773156,5597402.07787811,26441253.8571359,15536014.8148
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Lucia,LCA,44785185.1851852,53748148.1481481,83515042.2222222,65407444.2824859,152240176.107529,161613065.584917,89941452.0910667,45522200.8444974,75509997.7940222,47558516.846383,85650506.7833752,66611699.2593
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
